Hostname,OS,Version,Software,IP Address,Asset Tag,Owner,Environment,Location,Lifecycle Status,Patch Level,Last Scanned,Criticality,Business Service,Installed Software,Security Agent Status,Backup Status,Running Services,Normalized OS,Normalized Software
dc-server-783,Windows Server,2019,SQL Server,10.0.4.22,SYS-000783,user97@example.com,Dev,DAL1-RK02-U19,Maintenance,2025-04-08,2025-04-21,Low,Web Portal,"Node.js, Java, Tenable",Online,Success (Last: 2025-04-17),"MSSQL, Puppet, Ansible",Windows Server,"JAVA, NODE.JS, SQL SERVER"
dc-server-784,Windows Server,2022,Apache,10.0.4.23,SYS-000784,user65@example.com,Dev,DAL1-RK05-U03,Maintenance,2025-04-11,2025-04-17,High,Billing,"Nessus, CrowdStrike, Tenable",Online,Success (Last: 2025-04-20),"MSSQL, W3SVC, CrowdStrikeSensor",Cross-platform,"APACHE, CROWDSTRIKE"
dc-server-785,Windows Server,2022,Apache,10.0.4.24,SYS-000785,user95@example.com,Dev,DAL1-RK07-U13,In Use,2025-04-17,2025-04-15,Medium,Analytics,"Java, .NET, CrowdStrike",Offline,Success (Last: 2025-04-18),"Puppet, MSSQL, Docker",Windows Server,".NET, APACHE, CROWDSTRIKE, DOCKER, JAVA"
dc-server-786,Linux Server,RHEL 8,IIS,10.0.4.25,SYS-000786,user77@example.com,Production,DAL1-RK18-U15,Maintenance,2025-04-20,2025-04-21,Medium,Billing,"Nessus, CrowdStrike, Node.js",Offline,Success (Last: 2025-04-18),"MSSQL, Ansible, Docker",Windows Server,"CROWDSTRIKE, DOCKER, IIS, NODE.JS"
dc-server-787,Windows Server,2019,IIS,10.0.4.26,SYS-000787,user23@example.com,Dev,DAL1-RK15-U09,In Use,2025-04-20,2025-04-16,Low,HRMS,"Java, .NET, Nessus",Offline,Success (Last: 2025-04-16),"Docker, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, IIS, JAVA"
dc-server-788,Linux Server,RHEL 8,Apache,10.0.4.27,SYS-000788,user59@example.com,Dev,DAL1-RK20-U13,In Use,2025-04-15,2025-04-14,Medium,HRMS,"Tenable, .NET, Node.js",Online,Success (Last: 2025-04-18),"W3SVC, MSSQL, Ansible",Windows Server,".NET, APACHE, NODE.JS"
dc-server-789,Linux Server,RHEL 8,Nginx,10.0.4.28,SYS-000789,user9@example.com,Production,DAL1-RK20-U07,Maintenance,2025-04-17,2025-04-19,High,Billing,"Tenable, Java, CrowdStrike",Offline,Success (Last: 2025-04-21),"W3SVC, Ansible, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NGINX"
dc-server-790,Windows Server,2022,Apache,10.0.4.29,SYS-000790,user8@example.com,Production,DAL1-RK08-U09,Maintenance,2025-03-23,2025-04-14,Low,Billing,"Node.js, .NET, CrowdStrike",Online,Success (Last: 2025-04-17),"CrowdStrikeSensor, MSSQL, Puppet",Windows Server,".NET, APACHE, CROWDSTRIKE, NODE.JS"
dc-server-791,Windows Server,2022,Node.js,10.0.4.30,SYS-000791,user52@example.com,Dev,DAL1-RK03-U03,Maintenance,2025-03-28,2025-04-20,Low,Billing,"Node.js, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-18),"MSSQL, W3SVC, Puppet",Cross-platform,"CROWDSTRIKE, NODE.JS"
dc-server-792,Linux Server,Debian 11,Nginx,10.0.4.31,SYS-000792,user68@example.com,Production,DAL1-RK04-U02,In Use,2025-04-17,2025-04-15,High,Web Portal,"Java, .NET, CrowdStrike",Online,Success (Last: 2025-04-20),"CrowdStrikeSensor, Puppet, W3SVC",Windows Server,".NET, CROWDSTRIKE, JAVA, NGINX"
dc-server-793,Windows Server,2019,Node.js,10.0.4.32,SYS-000793,user86@example.com,Production,DAL1-RK11-U09,Maintenance,2025-03-29,2025-04-17,Medium,HRMS,"Node.js, CrowdStrike, Java",Offline,Success (Last: 2025-04-20),"W3SVC, CrowdStrikeSensor, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
dc-server-794,Windows Server,2022,SQL Server,10.0.4.33,SYS-000794,user13@example.com,Production,DAL1-RK11-U07,In Use,2025-04-08,2025-04-21,High,HRMS,"Nessus, Node.js, Tenable",Online,Success (Last: 2025-04-16),"MSSQL, W3SVC, Docker",Windows Server,"DOCKER, NODE.JS, SQL SERVER"
dc-server-795,Linux Server,Ubuntu 20.04,Tomcat,10.0.4.34,SYS-000795,user18@example.com,Production,DAL1-RK03-U20,Maintenance,2025-03-29,2025-04-20,High,ERP,"Node.js, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-17),"Docker, MSSQL, W3SVC",Cross-platform,"CROWDSTRIKE, DOCKER, NODE.JS, TOMCAT"
dc-server-796,Windows Server,2022,SQL Server,10.0.4.35,SYS-000796,user14@example.com,Dev,DAL1-RK11-U12,Maintenance,2025-04-06,2025-04-18,Low,ERP,"Node.js, Nessus, Tenable",Online,Success (Last: 2025-04-21),"Docker, Ansible, Puppet",Windows Server,"DOCKER, NODE.JS, SQL SERVER"
dc-server-797,Windows Server,2019,Node.js,10.0.4.36,SYS-000797,user74@example.com,Production,DAL1-RK10-U03,Maintenance,2025-04-07,2025-04-21,High,HRMS,".NET, Tenable, CrowdStrike",Online,Success (Last: 2025-04-21),"W3SVC, Docker, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-798,Linux Server,RHEL 8,Apache,10.0.4.37,SYS-000798,user78@example.com,Dev,DAL1-RK20-U03,In Use,2025-04-12,2025-04-15,High,Billing,"Nessus, Java, .NET",Online,Success (Last: 2025-04-16),"Docker, W3SVC, MSSQL",Windows Server,".NET, APACHE, DOCKER, JAVA"
dc-server-799,Windows Server,2022,Apache,10.0.4.38,SYS-000799,user30@example.com,QA,DAL1-RK19-U11,In Use,2025-04-02,2025-04-19,High,Analytics,"Nessus, .NET, Node.js",Offline,Success (Last: 2025-04-18),"Puppet, CrowdStrikeSensor, W3SVC",Windows Server,".NET, APACHE, CROWDSTRIKE, NODE.JS"
dc-server-800,Linux Server,Debian 11,Docker,10.0.4.39,SYS-000800,user75@example.com,Dev,DAL1-RK08-U05,Maintenance,2025-04-12,2025-04-21,Low,HRMS,"Java, .NET, Tenable",Online,Success (Last: 2025-04-18),"CrowdStrikeSensor, Docker, MSSQL",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA"
dc-server-801,Linux Server,RHEL 8,Docker,10.0.4.40,SYS-000801,user2@example.com,Production,DAL1-RK20-U10,In Use,2025-04-11,2025-04-18,High,HRMS,"CrowdStrike, .NET, Java",Offline,Success (Last: 2025-04-16),"Docker, Ansible, W3SVC",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA"
dc-server-802,Windows Server,2019,SQL Server,10.0.4.41,SYS-000802,user36@example.com,Production,DAL1-RK01-U18,In Use,2025-04-05,2025-04-15,High,Web Portal,"Tenable, .NET, Node.js",Online,Success (Last: 2025-04-16),"Puppet, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, NODE.JS, SQL SERVER"
dc-server-803,Linux Server,Ubuntu 20.04,Apache,10.0.4.42,SYS-000803,user18@example.com,Production,DAL1-RK03-U04,In Use,2025-03-29,2025-04-19,High,ERP,"Node.js, CrowdStrike, .NET",Online,Success (Last: 2025-04-16),"Docker, Puppet, W3SVC",Windows Server,".NET, APACHE, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-804,Linux Server,Debian 11,Redis,10.0.4.43,SYS-000804,user14@example.com,QA,DAL1-RK05-U04,Maintenance,2025-03-31,2025-04-15,High,Analytics,"Node.js, Tenable, Java",Offline,Success (Last: 2025-04-17),"Docker, Puppet, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS, REDIS"
dc-server-805,Windows Server,2022,Apache,10.0.4.44,SYS-000805,user23@example.com,Production,DAL1-RK15-U02,In Use,2025-03-24,2025-04-21,Low,Analytics,"Tenable, Java, Node.js",Online,Success (Last: 2025-04-21),"MSSQL, Docker, Puppet",Linux Server,"APACHE, DOCKER, JAVA, NODE.JS"
dc-server-806,Windows Server,2022,Apache,10.0.4.45,SYS-000806,user35@example.com,Dev,DAL1-RK17-U02,Maintenance,2025-03-27,2025-04-18,Medium,Billing,"CrowdStrike, Tenable, Nessus",Online,Success (Last: 2025-04-21),"Docker, W3SVC, Ansible",Cross-platform,"APACHE, CROWDSTRIKE, DOCKER"
dc-server-807,Windows Server,2022,Redis,10.0.4.46,SYS-000807,user66@example.com,Dev,DAL1-RK18-U17,In Use,2025-04-08,2025-04-14,High,Analytics,"Tenable, Java, CrowdStrike",Online,Success (Last: 2025-04-18),"MSSQL, CrowdStrikeSensor, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, REDIS"
dc-server-808,Linux Server,RHEL 8,Tomcat,10.0.4.47,SYS-000808,user19@example.com,Production,DAL1-RK13-U02,In Use,2025-04-18,2025-04-16,High,ERP,"Nessus, Tenable, Java",Offline,Success (Last: 2025-04-21),"Docker, MSSQL, Puppet",Linux Server,"DOCKER, JAVA, TOMCAT"
dc-server-809,Linux Server,Ubuntu 20.04,Node.js,10.0.4.48,SYS-000809,user9@example.com,Production,DAL1-RK17-U01,Maintenance,2025-04-20,2025-04-14,Low,Analytics,"Node.js, Java, CrowdStrike",Offline,Success (Last: 2025-04-19),"W3SVC, Puppet, Ansible",Cross-platform,"CROWDSTRIKE, JAVA, NODE.JS"
dc-server-810,Linux Server,RHEL 8,Tomcat,10.0.4.49,SYS-000810,user2@example.com,QA,DAL1-RK06-U16,Maintenance,2025-03-29,2025-04-21,High,Web Portal,"CrowdStrike, Tenable, Nessus",Offline,Success (Last: 2025-04-21),"Docker, CrowdStrikeSensor, MSSQL",Cross-platform,"CROWDSTRIKE, DOCKER, TOMCAT"
dc-server-811,Linux Server,Debian 11,Redis,10.0.4.50,SYS-000811,user95@example.com,Dev,DAL1-RK07-U10,In Use,2025-04-03,2025-04-16,Low,ERP,"Nessus, Tenable, CrowdStrike",Offline,Success (Last: 2025-04-16),"Ansible, MSSQL, W3SVC",Cross-platform,"CROWDSTRIKE, REDIS"
dc-server-812,Windows Server,2022,Docker,10.0.4.51,SYS-000812,user14@example.com,Dev,DAL1-RK15-U17,Maintenance,2025-04-19,2025-04-20,High,HRMS,"Tenable, CrowdStrike, Java",Offline,Success (Last: 2025-04-16),"MSSQL, Puppet, W3SVC",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA"
dc-server-813,Linux Server,RHEL 8,Node.js,10.0.4.52,SYS-000813,user70@example.com,QA,DAL1-RK20-U06,In Use,2025-03-27,2025-04-21,Low,HRMS,".NET, Nessus, Tenable",Online,Success (Last: 2025-04-20),"CrowdStrikeSensor, Puppet, Ansible",Windows Server,".NET, CROWDSTRIKE, NODE.JS"
dc-server-814,Windows Server,2022,IIS,10.0.4.53,SYS-000814,user47@example.com,QA,DAL1-RK17-U01,In Use,2025-03-22,2025-04-14,Low,HRMS,"Node.js, CrowdStrike, Nessus",Offline,Success (Last: 2025-04-16),"Docker, MSSQL, Ansible",Windows Server,"CROWDSTRIKE, DOCKER, IIS, NODE.JS"
dc-server-815,Linux Server,Debian 11,SQL Server,10.0.4.54,SYS-000815,user43@example.com,Production,DAL1-RK03-U15,Maintenance,2025-04-05,2025-04-18,High,HRMS,".NET, Nessus, CrowdStrike",Online,Success (Last: 2025-04-19),"CrowdStrikeSensor, Docker, MSSQL",Windows Server,".NET, CROWDSTRIKE, DOCKER, SQL SERVER"
dc-server-816,Windows Server,2022,Apache,10.0.4.55,SYS-000816,user95@example.com,Dev,DAL1-RK09-U02,In Use,2025-03-28,2025-04-16,High,HRMS,".NET, Tenable, Java",Offline,Success (Last: 2025-04-17),"Puppet, Ansible, W3SVC",Windows Server,".NET, APACHE, JAVA"
dc-server-817,Windows Server,2019,Nginx,10.0.4.56,SYS-000817,user62@example.com,Production,DAL1-RK06-U13,In Use,2025-04-20,2025-04-20,High,Web Portal,"Nessus, .NET, Node.js",Online,Success (Last: 2025-04-20),"CrowdStrikeSensor, Docker, Ansible",Windows Server,".NET, CROWDSTRIKE, DOCKER, NGINX, NODE.JS"
dc-server-818,Linux Server,Ubuntu 20.04,Nginx,10.0.4.57,SYS-000818,user19@example.com,Dev,DAL1-RK14-U14,Maintenance,2025-04-12,2025-04-20,Medium,Billing,"Node.js, CrowdStrike, Tenable",Online,Success (Last: 2025-04-20),"MSSQL, CrowdStrikeSensor, Puppet",Cross-platform,"CROWDSTRIKE, NGINX, NODE.JS"
dc-server-819,Windows Server,2022,Node.js,10.0.4.58,SYS-000819,user21@example.com,Dev,DAL1-RK01-U20,Maintenance,2025-03-24,2025-04-17,Medium,Web Portal,".NET, CrowdStrike, Tenable",Offline,Success (Last: 2025-04-16),"MSSQL, Puppet, W3SVC",Windows Server,".NET, CROWDSTRIKE, NODE.JS"
dc-server-820,Linux Server,Ubuntu 20.04,SQL Server,10.0.4.59,SYS-000820,user14@example.com,Production,DAL1-RK17-U12,In Use,2025-03-26,2025-04-18,High,ERP,".NET, Tenable, Java",Online,Success (Last: 2025-04-19),"Puppet, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, JAVA, SQL SERVER"
dc-server-821,Linux Server,Debian 11,Redis,10.0.4.60,SYS-000821,user71@example.com,Dev,DAL1-RK06-U04,In Use,2025-04-05,2025-04-16,Low,Analytics,"CrowdStrike, Tenable, Node.js",Online,Success (Last: 2025-04-19),"Puppet, Ansible, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, NODE.JS, REDIS"
dc-server-822,Windows Server,2019,SQL Server,10.0.4.61,SYS-000822,user17@example.com,Production,DAL1-RK02-U07,In Use,2025-03-24,2025-04-17,Low,HRMS,"Node.js, .NET, CrowdStrike",Offline,Success (Last: 2025-04-17),"MSSQL, Ansible, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS, SQL SERVER"
dc-server-823,Windows Server,2019,SQL Server,10.0.4.62,SYS-000823,user8@example.com,Production,DAL1-RK18-U01,Maintenance,2025-04-19,2025-04-20,High,Web Portal,"CrowdStrike, .NET, Node.js",Online,Success (Last: 2025-04-21),"W3SVC, Ansible, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS, SQL SERVER"
dc-server-824,Windows Server,2019,Docker,10.0.4.63,SYS-000824,user1@example.com,Dev,DAL1-RK10-U19,Maintenance,2025-04-03,2025-04-20,Medium,Web Portal,".NET, Node.js, CrowdStrike",Offline,Success (Last: 2025-04-17),"Docker, MSSQL, Puppet",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-825,Windows Server,2022,IIS,10.0.4.64,SYS-000825,user48@example.com,QA,DAL1-RK07-U12,Maintenance,2025-04-09,2025-04-19,Medium,ERP,"Nessus, Java, Tenable",Offline,Success (Last: 2025-04-20),"Docker, W3SVC, MSSQL",Windows Server,"DOCKER, IIS, JAVA"
dc-server-826,Linux Server,RHEL 8,Node.js,10.0.4.65,SYS-000826,user49@example.com,Dev,DAL1-RK20-U11,Maintenance,2025-04-19,2025-04-21,High,Web Portal,".NET, Java, Node.js",Offline,Success (Last: 2025-04-17),"Docker, MSSQL, Puppet",Windows Server,".NET, DOCKER, JAVA, NODE.JS"
dc-server-827,Linux Server,Debian 11,IIS,10.0.4.66,SYS-000827,user28@example.com,Production,DAL1-RK03-U14,In Use,2025-04-15,2025-04-19,Medium,Analytics,"Node.js, CrowdStrike, Nessus",Online,Success (Last: 2025-04-17),"CrowdStrikeSensor, W3SVC, MSSQL",Windows Server,"CROWDSTRIKE, IIS, NODE.JS"
dc-server-828,Windows Server,2022,Apache,10.0.4.67,SYS-000828,user4@example.com,Dev,DAL1-RK17-U16,Maintenance,2025-04-04,2025-04-21,Low,Web Portal,"CrowdStrike, .NET, Java",Offline,Success (Last: 2025-04-20),"MSSQL, Puppet, W3SVC",Windows Server,".NET, APACHE, CROWDSTRIKE, JAVA"
dc-server-829,Linux Server,Ubuntu 20.04,Redis,10.0.4.68,SYS-000829,user35@example.com,Dev,DAL1-RK14-U11,Maintenance,2025-04-17,2025-04-19,Low,HRMS,".NET, Node.js, Java",Offline,Success (Last: 2025-04-16),"MSSQL, CrowdStrikeSensor, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, NODE.JS, REDIS"
dc-server-830,Windows Server,2022,IIS,10.0.4.69,SYS-000830,user56@example.com,Dev,DAL1-RK07-U18,Maintenance,2025-04-04,2025-04-17,Low,Analytics,"Node.js, Nessus, CrowdStrike",Online,Success (Last: 2025-04-17),"W3SVC, Ansible, MSSQL",Windows Server,"CROWDSTRIKE, IIS, NODE.JS"
dc-server-831,Linux Server,Ubuntu 20.04,Tomcat,10.0.4.70,SYS-000831,user5@example.com,Dev,DAL1-RK07-U19,In Use,2025-03-23,2025-04-21,Medium,Analytics,"Java, CrowdStrike, .NET",Offline,Success (Last: 2025-04-16),"W3SVC, Docker, Puppet",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, TOMCAT"
dc-server-832,Windows Server,2022,Node.js,10.0.4.71,SYS-000832,user33@example.com,Production,DAL1-RK13-U10,In Use,2025-04-10,2025-04-20,Medium,ERP,"Node.js, .NET, Java",Online,Success (Last: 2025-04-18),"CrowdStrikeSensor, Puppet, MSSQL",Windows Server,".NET, CROWDSTRIKE, JAVA, NODE.JS"
dc-server-833,Linux Server,Debian 11,Node.js,10.0.4.72,SYS-000833,user76@example.com,Dev,DAL1-RK18-U10,In Use,2025-04-16,2025-04-16,Low,Analytics,"Nessus, .NET, CrowdStrike",Offline,Success (Last: 2025-04-20),"MSSQL, CrowdStrikeSensor, Puppet",Windows Server,".NET, CROWDSTRIKE, NODE.JS"
dc-server-834,Windows Server,2022,Nginx,10.0.4.73,SYS-000834,user40@example.com,Dev,DAL1-RK18-U12,In Use,2025-04-12,2025-04-21,High,Analytics,"Java, Tenable, Nessus",Online,Success (Last: 2025-04-17),"Puppet, W3SVC, MSSQL",Linux Server,"JAVA, NGINX"
dc-server-835,Linux Server,Ubuntu 20.04,Node.js,10.0.4.74,SYS-000835,user35@example.com,Dev,DAL1-RK01-U20,In Use,2025-04-11,2025-04-18,High,Analytics,"Nessus, Node.js, CrowdStrike",Offline,Success (Last: 2025-04-17),"Docker, Puppet, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-836,Linux Server,Debian 11,Redis,10.0.4.75,SYS-000836,user19@example.com,Production,DAL1-RK13-U15,In Use,2025-04-12,2025-04-21,High,Web Portal,"Java, Tenable, CrowdStrike",Offline,Success (Last: 2025-04-17),"Ansible, CrowdStrikeSensor, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, REDIS"
dc-server-837,Linux Server,Ubuntu 20.04,Docker,10.0.4.76,SYS-000837,user88@example.com,Production,DAL1-RK17-U18,In Use,2025-04-16,2025-04-17,Medium,HRMS,"Java, CrowdStrike, Tenable",Offline,Success (Last: 2025-04-21),"W3SVC, Ansible, Puppet",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA"
dc-server-838,Windows Server,2019,Node.js,10.0.4.77,SYS-000838,user86@example.com,Dev,DAL1-RK16-U17,In Use,2025-04-03,2025-04-15,Low,Analytics,"Java, Tenable, Nessus",Online,Success (Last: 2025-04-20),"Puppet, CrowdStrikeSensor, W3SVC",Cross-platform,"CROWDSTRIKE, JAVA, NODE.JS"
dc-server-839,Linux Server,Ubuntu 20.04,Node.js,10.0.4.78,SYS-000839,user44@example.com,Production,DAL1-RK07-U08,In Use,2025-04-02,2025-04-16,Medium,Web Portal,"Java, .NET, Tenable",Online,Success (Last: 2025-04-21),"W3SVC, Puppet, Ansible",Windows Server,".NET, JAVA, NODE.JS"
dc-server-840,Linux Server,RHEL 8,Tomcat,10.0.4.79,SYS-000840,user1@example.com,Dev,DAL1-RK13-U10,Maintenance,2025-04-21,2025-04-19,Low,Billing,"Tenable, .NET, CrowdStrike",Online,Success (Last: 2025-04-20),"CrowdStrikeSensor, W3SVC, MSSQL",Windows Server,".NET, CROWDSTRIKE, TOMCAT"
dc-server-841,Linux Server,Debian 11,Node.js,10.0.4.80,SYS-000841,user50@example.com,Production,DAL1-RK15-U19,In Use,2025-04-12,2025-04-16,Medium,HRMS,".NET, Tenable, Node.js",Online,Success (Last: 2025-04-18),"MSSQL, Docker, W3SVC",Windows Server,".NET, DOCKER, NODE.JS"
dc-server-842,Linux Server,Ubuntu 20.04,IIS,10.0.4.81,SYS-000842,user12@example.com,QA,DAL1-RK01-U16,In Use,2025-04-18,2025-04-14,Medium,Billing,".NET, Tenable, Nessus",Online,Success (Last: 2025-04-21),"Ansible, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, IIS"
dc-server-843,Windows Server,2022,Nginx,10.0.4.82,SYS-000843,user1@example.com,QA,DAL1-RK11-U08,Maintenance,2025-04-01,2025-04-18,High,Web Portal,"CrowdStrike, Tenable, .NET",Online,Success (Last: 2025-04-16),"Puppet, Ansible, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, NGINX"
dc-server-844,Windows Server,2019,Nginx,10.0.4.83,SYS-000844,user51@example.com,QA,DAL1-RK10-U19,In Use,2025-04-12,2025-04-14,Medium,Web Portal,"Java, Tenable, Node.js",Online,Success (Last: 2025-04-16),"Docker, Puppet, Ansible",Linux Server,"DOCKER, JAVA, NGINX, NODE.JS"
dc-server-845,Linux Server,Debian 11,Nginx,10.0.4.84,SYS-000845,user28@example.com,Production,DAL1-RK03-U17,In Use,2025-04-19,2025-04-21,Medium,Analytics,"Node.js, Java, .NET",Online,Success (Last: 2025-04-20),"Puppet, MSSQL, W3SVC",Windows Server,".NET, JAVA, NGINX, NODE.JS"
dc-server-846,Windows Server,2019,Redis,10.0.4.85,SYS-000846,user97@example.com,Production,DAL1-RK02-U18,Maintenance,2025-04-18,2025-04-19,Medium,Web Portal,"Java, Tenable, Node.js",Offline,Success (Last: 2025-04-19),"MSSQL, W3SVC, Docker",Linux Server,"DOCKER, JAVA, NODE.JS, REDIS"
dc-server-847,Linux Server,Ubuntu 20.04,Apache,10.0.4.86,SYS-000847,user39@example.com,Dev,DAL1-RK18-U11,Maintenance,2025-03-27,2025-04-19,High,ERP,"CrowdStrike, Node.js, .NET",Online,Success (Last: 2025-04-17),"Ansible, W3SVC, Docker",Windows Server,".NET, APACHE, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-848,Windows Server,2022,Node.js,10.0.4.87,SYS-000848,user90@example.com,Dev,DAL1-RK13-U11,Maintenance,2025-04-15,2025-04-20,High,HRMS,"CrowdStrike, Tenable, .NET",Online,Success (Last: 2025-04-18),"Puppet, CrowdStrikeSensor, Ansible",Windows Server,".NET, CROWDSTRIKE, NODE.JS"
dc-server-849,Windows Server,2019,SQL Server,10.0.4.88,SYS-000849,user74@example.com,Production,DAL1-RK19-U05,In Use,2025-04-18,2025-04-16,High,ERP,"CrowdStrike, Tenable, Java",Offline,Success (Last: 2025-04-21),"Ansible, W3SVC, MSSQL",Windows Server,"CROWDSTRIKE, JAVA, SQL SERVER"
dc-server-850,Linux Server,RHEL 8,IIS,10.0.4.89,SYS-000850,user38@example.com,Production,DAL1-RK13-U01,Maintenance,2025-04-17,2025-04-15,High,Analytics,"Node.js, CrowdStrike, Tenable",Offline,Success (Last: 2025-04-19),"CrowdStrikeSensor, W3SVC, Ansible",Windows Server,"CROWDSTRIKE, IIS, NODE.JS"
dc-server-851,Linux Server,Ubuntu 20.04,IIS,10.0.4.90,SYS-000851,user70@example.com,Production,DAL1-RK20-U03,In Use,2025-03-24,2025-04-14,Low,HRMS,".NET, Java, Node.js",Offline,Success (Last: 2025-04-18),"Puppet, CrowdStrikeSensor, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, IIS, JAVA, NODE.JS"
dc-server-852,Linux Server,Ubuntu 20.04,Nginx,10.0.4.91,SYS-000852,user74@example.com,Production,DAL1-RK13-U17,In Use,2025-04-19,2025-04-18,Medium,HRMS,".NET, Tenable, Java",Offline,Success (Last: 2025-04-19),"MSSQL, W3SVC, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, JAVA, NGINX"
dc-server-853,Windows Server,2022,Redis,10.0.4.92,SYS-000853,user80@example.com,Dev,DAL1-RK10-U17,In Use,2025-03-23,2025-04-18,Low,Web Portal,"Java, Nessus, .NET",Online,Success (Last: 2025-04-19),"MSSQL, CrowdStrikeSensor, W3SVC",Windows Server,".NET, CROWDSTRIKE, JAVA, REDIS"
dc-server-854,Linux Server,Ubuntu 20.04,Docker,10.0.4.93,SYS-000854,user81@example.com,Production,DAL1-RK08-U03,Maintenance,2025-04-18,2025-04-17,Low,ERP,"Node.js, Nessus, CrowdStrike",Online,Success (Last: 2025-04-18),"CrowdStrikeSensor, Docker, MSSQL",Cross-platform,"CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-855,Linux Server,Ubuntu 20.04,Tomcat,10.0.4.94,SYS-000855,user69@example.com,Production,DAL1-RK13-U16,In Use,2025-04-05,2025-04-18,High,Billing,".NET, Nessus, Java",Offline,Success (Last: 2025-04-21),"W3SVC, Docker, Puppet",Windows Server,".NET, DOCKER, JAVA, TOMCAT"
dc-server-856,Windows Server,2022,Apache,10.0.4.95,SYS-000856,user97@example.com,QA,DAL1-RK12-U10,In Use,2025-04-05,2025-04-16,Low,Billing,"Java, CrowdStrike, Tenable",Online,Success (Last: 2025-04-19),"W3SVC, Docker, Ansible",Cross-platform,"APACHE, CROWDSTRIKE, DOCKER, JAVA"
dc-server-857,Linux Server,RHEL 8,Redis,10.0.4.96,SYS-000857,user39@example.com,Dev,DAL1-RK01-U14,In Use,2025-03-29,2025-04-15,Low,Web Portal,".NET, Tenable, Java",Online,Success (Last: 2025-04-17),"CrowdStrikeSensor, Docker, W3SVC",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, REDIS"
dc-server-858,Linux Server,RHEL 8,Docker,10.0.4.97,SYS-000858,user58@example.com,Production,DAL1-RK04-U01,In Use,2025-03-25,2025-04-20,Medium,ERP,"Node.js, Java, Nessus",Offline,Success (Last: 2025-04-18),"Puppet, Docker, Ansible",Linux Server,"DOCKER, JAVA, NODE.JS"
dc-server-859,Linux Server,Ubuntu 20.04,Docker,10.0.4.98,SYS-000859,user73@example.com,Production,DAL1-RK17-U02,Maintenance,2025-04-06,2025-04-15,High,Web Portal,".NET, Nessus, CrowdStrike",Online,Success (Last: 2025-04-20),"CrowdStrikeSensor, MSSQL, Puppet",Windows Server,".NET, CROWDSTRIKE, DOCKER"
dc-server-860,Linux Server,RHEL 8,Apache,10.0.4.99,SYS-000860,user93@example.com,QA,DAL1-RK04-U09,In Use,2025-04-04,2025-04-14,Medium,Analytics,".NET, CrowdStrike, Java",Offline,Success (Last: 2025-04-18),"Docker, Puppet, Ansible",Windows Server,".NET, APACHE, CROWDSTRIKE, DOCKER, JAVA"
